image,updated_at,created_at,otherOptions,id,label,lead_time,annotator,annotation_id
/data/local-files/?d=Data/WZ-II-381/0028000_1.jpg,2023-05-09T15:40:03.638113Z,2023-05-09T12:38:50.039356Z,{"choices":["MII","SLBB","OABB"]},377,[{"x":34.67078189300412,"y":23.86831275720164,"width":20.370370370370356,"height":49.65706447187914,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944},{"x":35.1851851851852,"y":4.8010973936899735,"width":26.131687242798254,"height":10.562414266117967,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],191.614,1,1
/data/local-files/?d=Data/WZ-II-381/0028001_1.jpg,2023-05-09T12:40:28.573704Z,2023-05-09T12:40:28.573651Z,{"choices":["SLBB","RBB"]},378,[{"x":42.90123456790125,"y":24.965706447187898,"width":18.518518518518512,"height":42.52400548696831,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],98.354,1,2
/data/local-files/?d=Data/WZ-II-381/0028002_1.jpg,2023-05-09T12:49:49.765446Z,2023-05-09T12:42:55.131291Z,,379,[{"x":59.2592592592592,"y":14.12894375857334,"width":17.798353909465096,"height":42.93552812071323,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],159.399,1,3
/data/local-files/?d=Data/WZ-II-381/0028003_1.jpg,2023-05-09T12:49:58.187805Z,2023-05-09T12:43:56.246796Z,{"choices":["TII","TOW"]},380,[{"x":36.41975308641978,"y":46.227709190672094,"width":23.971193415637835,"height":11.934156378600774,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],64.626,1,4
/data/local-files/?d=Data/WZ-II-381/0028003_2.jpg,2023-05-09T12:50:03.812159Z,2023-05-09T12:44:39.943482Z,{"choices":["TII","TOW"]},381,[{"x":34.15637860082305,"y":24.96570644718793,"width":15.432098765432094,"height":44.718792866941044,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],46.891000000000005,1,5
/data/local-files/?d=Data/WZ-II-381/0028004_1.jpg,2023-05-09T12:50:10.080155Z,2023-05-09T12:45:29.264707Z,{"choices":["TII","TOW"]},382,[{"x":39.91769547325099,"y":27.29766803840876,"width":15.329218106995917,"height":44.58161865569269,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],36.071,1,6
/data/local-files/?d=Data/WZ-II-381/0028004_2.jpg,2023-05-09T12:50:59.137394Z,2023-05-09T12:50:59.137355Z,{"choices":["TII","TOW","IW","MII"]},383,[{"x":4.218106995884768,"y":23.456790123456766,"width":13.786008230452666,"height":42.661179698216664,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944},{"x":54.73251028806586,"y":39.09465020576116,"width":24.382716049382584,"height":11.93415637860089,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],44.926,1,7
/data/local-files/?d=Data/WZ-II-381/0028005_1.jpg,2023-05-09T12:51:38.868079Z,2023-05-09T12:51:38.868028Z,{"choices":["MII","SLBB"]},384,[{"x":46.29629629629635,"y":23.456790123456774,"width":16.872427983539104,"height":28.943758573388212,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944},{"x":43.10699588477366,"y":61.31687242798361,"width":21.502057613168684,"height":8.779149519890268,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],39.56,1,8
/data/local-files/?d=Data/WZ-II-381/0028006_1.jpg,2023-05-09T12:52:09.816946Z,2023-05-09T12:52:09.816908Z,SLBB,385,[{"x":41.460905349794245,"y":36.07681755829904,"width":22.11934156378601,"height":8.367626886145402,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],30.782,1,9
/data/local-files/?d=Data/WZ-II-381/0028008_1.jpg,2023-05-09T12:57:29.926970Z,2023-05-09T12:57:29.926930Z,{"choices":["MII","SLBB"]},386,[{"x":43.93004115226338,"y":13.305898491083676,"width":20.781893004115283,"height":34.567901234567884,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944},{"x":43.518518518518356,"y":60.768175582990416,"width":16.04938271604936,"height":25.10288065843623,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],319.937,1,10
/data/local-files/?d=Data/WZ-II-381/0028009_1.jpg,2023-05-09T12:59:14.557019Z,2023-05-09T12:59:14.556972Z,IW,387,[{"x":50.266677657160145,"y":35.656271317093385,"width":12.271225513381827,"height":25.550500051999137,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],104.449,1,11
/data/local-files/?d=Data/WZ-II-381/0028010_1.jpg,2023-05-09T13:01:09.814607Z,2023-05-09T13:01:09.814569Z,{"choices":["SLBB","OABB"]},388,[{"x":43.106995884773674,"y":27.434842249657063,"width":20.3703703703704,"height":34.97942386831273,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],115.062,1,12
/data/local-files/?d=Data/WZ-II-381/0028014_1.jpg,2023-05-09T13:02:28.840948Z,2023-05-09T13:02:28.840913Z,{"choices":["SLBB","RBB"]},389,[{"x":44.44444444444452,"y":34.0192043895747,"width":19.032921810699566,"height":33.744855967078145,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],78.827,1,13
/data/local-files/?d=Data/WZ-II-381/0028015_1.jpg,2023-05-09T13:08:25.564016Z,2023-05-09T13:08:25.563983Z,SLBB,390,[{"x":39.917695473250994,"y":23.182441700960208,"width":18.82716049382716,"height":33.882030178326495,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],356.509,1,14
/data/local-files/?d=Data/WZ-II-381/0028016_1.jpg,2023-05-09T13:08:44.254082Z,2023-05-09T13:08:44.254033Z,,391,[{"x":40.02057613168723,"y":31.96159122085049,"width":19.03292181069961,"height":33.7448559670782,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],18.508,1,15
/data/local-files/?d=Data/WZ-II-381/0028017_1.jpg,2023-05-09T13:09:14.771126Z,2023-05-09T13:09:14.771079Z,,392,[{"x":48.53137908137967,"y":36.267056732553435,"width":14.521198299266047,"height":36.037108559521954,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],30.354,1,16
/data/local-files/?d=Data/WZ-II-381/0028018_1.jpg,2023-05-09T13:12:49.286990Z,2023-05-09T13:12:49.286969Z,,393,[{"x":45.50006982096299,"y":44.09942930166008,"width":10.847513809070152,"height":6.794596561724754,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],214.321,1,17
/data/local-files/?d=Data/WZ-II-381/0028021_1.jpg,2023-05-09T16:07:59.271757Z,2023-05-09T16:07:59.271703Z,,394,[{"x":44.269737255186605,"y":23.843953832880906,"width":10.064319338606287,"height":17.056942603646547,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],19.297,1,198
/data/local-files/?d=Data/WZ-II-381/0028021_2.jpg,2023-05-09T13:14:43.928990Z,2023-05-09T13:14:43.928950Z,,395,[{"x":37.55144032921767,"y":17.61523556609401,"width":21.399176954732148,"height":39.99793315818497,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],76.526,1,19
/data/local-files/?d=Data/WZ-II-381/0028022_1.jpg,2023-05-09T13:15:28.139806Z,2023-05-09T13:15:28.139765Z,SLBB,396,[{"x":39.7119341563786,"y":28.669410150891636,"width":17.901234567901223,"height":41.97530864197517,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],44.048,1,20
/data/local-files/?d=Data/WZ-II-381/0028023_1.jpg,2023-05-09T13:16:03.299237Z,2023-05-09T13:16:03.299185Z,,397,[{"x":51.858350387007455,"y":22.008597295686926,"width":15.157170344036443,"height":42.200040038314,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],34.988,1,21
/data/local-files/?d=Data/WZ-II-381/0028024_1.jpg,2023-05-09T13:17:25.513842Z,2023-05-09T13:17:25.513810Z,,398,[{"x":52.16049382715982,"y":22.118079027634014,"width":14.711934156378417,"height":40.982058146576655,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],82.016,1,22
/data/local-files/?d=Data/WZ-II-381/0028025_1.jpg,2023-05-09T13:18:56.022474Z,2023-05-09T13:18:56.022431Z,{"choices":["MII","SLBB","OABB"]},399,[{"x":47.20191561047016,"y":9.489369404420852,"width":16.84130038226255,"height":41.46092340711715,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944},{"x":50.810029512863814,"y":68.70950037780658,"width":6.057919250295937,"height":7.0194937344695845,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],90.323,1,23
/data/local-files/?d=Data/WZ-II-381/0028025_2.jpg,2023-05-09T13:19:53.870771Z,2023-05-09T13:19:53.870728Z,IW,400,[{"x":4.22352360683702,"y":18.429161038892488,"width":8.447047213673976,"height":39.6307298441533,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],57.683,1,24
/data/local-files/?d=Data/WZ-II-381/0028027_1.jpg,2023-05-09T13:20:24.389314Z,2023-05-09T13:20:24.389273Z,,401,[{"x":36.97702325669407,"y":47.15898447857694,"width":4.261523282134317,"height":6.8740655273590106,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],30.356,1,25
/data/local-files/?d=Data/WZ-II-381/0028027_2.jpg,2023-05-09T13:21:13.831471Z,2023-05-09T13:21:13.831421Z,,402,[{"x":46.39680485363082,"y":48.89827115825305,"width":4.280487467115286,"height":7.043840135759323,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],49.259,1,26
/data/local-files/?d=Data/WZ-II-381/0028028_1.jpg,2023-05-09T13:23:21.186293Z,2023-05-09T13:23:21.186252Z,OABB,403,[{"x":50.00000000000001,"y":42.63428685814143,"width":9.362139917695423,"height":11.68670079617955,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],127.095,1,27
/data/local-files/?d=Data/WZ-II-381/0028029_1.jpg,2023-05-09T16:07:11.658452Z,2023-05-09T16:07:07.504299Z,NII,404,,22.607,1,197
/data/local-files/?d=Data/WZ-II-381/0028029_2.jpg,2023-05-09T13:25:39.940421Z,2023-05-09T13:25:39.940375Z,OABB,405,[{"x":54.006159694689615,"y":50.185103088203526,"width":8.408968864100904,"height":10.418659536024363,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],102.393,1,29
/data/local-files/?d=Data/WZ-II-381/0028030_1.jpg,2023-05-09T13:26:37.592159Z,2023-05-09T13:26:37.592110Z,SLBB,406,[{"x":48.810051575834805,"y":51.85103088203486,"width":8.473875141782672,"height":10.336925704869588,"rotation":0,"rectanglelabels":["Drawing"],"original_width":2592,"original_height":1944}],57.475,1,30
/data/local-files/?d=Data/WZ-II-381/0028031_1.jpg,2023-05-09T16:08:58.599731Z,2023-05-09T16:08:58.599692Z,NII,407,,8.185,1,199
/data/local-files/?d=Data/WZ-II-381/0028031_2.jpg,2023-05-09T13:28:14.621158Z,2023-05-09T13:28:14.621095Z,OABB,408,[{"x":60.27306913997938,"y":46.58686554101059,"width":8.270293803261952,"height":10.772304379993022,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],42.598,1,32
/data/local-files/?d=Data/WZ-II-381/0028032_1.jpg,2023-05-09T16:10:03.069421Z,2023-05-09T16:10:03.069376Z,IW,409,[{"x":50.21853965549408,"y":35.63287901027283,"width":23.006265551103173,"height":7.943264526600211,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],30.415,1,200
/data/local-files/?d=Data/WZ-II-381/0028032_2.jpg,2023-05-09T13:29:46.251587Z,2023-05-09T13:29:46.251537Z,OABB,410,[{"x":30.076495529146317,"y":47.75754917402252,"width":8.886075248188686,"height":9.969742961382272,"rotation":0,"rectanglelabels":["Watermark"],"original_width":2592,"original_height":1944}],47.039,1,34
